subject_id,grupo,k_self_parabolico_antiguo,k_other_parabolico_antiguo,beta_parabolico_antiguo,k_self_lineal_antiguo,k_other_lineal_antiguo,beta_lineal_antiguo,k_self_hiperbolico_antiguo,k_other_hiperbolico_antiguo,beta_hiperbolico_antiguo,k_self_parabolico_nuevo,k_other_parabolico_nuevo,beta_parabolico_nuevo,k_self_lineal_nuevo,k_other_lineal_nuevo,beta_lineal_nuevo,k_self_hiperbolico_nuevo,k_other_hiperbolico_nuevo,beta_hiperbolico_nuevo
4241,1,6.06310920089493e-9,0.717254887865361,2.69000438777245,1.73404615908061e-8,0.783678393469393,2.69000530845256,1.52445213012467e-8,0.908377220858211,2.6900043760194,0.00967859783461194,0.0316819630680841,0.740558055578439,0.0463818399224501,0.137148264149434,0.769334822026557,0.0852519480623191,0.122549119947408,1.04259220945119
4625,1,0.674980338364444,0.790549523403871,1.84428086170535e-6,0.751560957254765,0.749953446055497,4.41470733478831e-7,0.705909634395015,0.797275025782031,5.45184433400447e-7,0.172603567987843,0.126205126772633,0.39926178231434,0.715051369818606,0.634621865302109,0.55858754064860106,0.707916752798388,0.858449430882674,1.44876474362631
4920,0,1.41201531489028e-8,0.750086585341542,18.8827761224466,2.3076808383504e-7,0.750002135154025,17.3342526674836,9.37540831658759e-7,0.850250684995253,22.6371309035943,0.00754277871646327,0.0156166092655112,1.36175283782721,0.0346151285027271,0.0720722885261774,1.40370132305722,0.0469941691628344,0.054189839674090703,1.72243290625683
4961,1,7.09971265268534e-8,0.739635976358129,2.00760343698731,2.11716751537586e-7,0.75318887554582,2.00760207419383,2.95056925621143e-7,0.766065385409989,2.00760417460564,0.0109028894530105,0.0349535493447771,0.697438338705479,0.0480939872047446,0.184056629850225,0.748642245680396,0.0732620504296784,0.211437988031157,1.0792286415038
5096,1,1.41041775987358e-8,0.75019958536842,18.9016126554614,4.2549619120819e-8,0.976383628994936,18.8035412863448,7.87830966295989e-9,0.750047063093484,20.3062183466233,0.0081432076663362,0.0170426913031291,2.67642345771214,0.0362586802796998,0.0762609943165124,2.73388059942047,0.0450219636222527,0.059220953620831,3.8796525289941
5113,0,1.4999994580488,0.680781921838133,3.66027011044418,1.49999951996101,0.921417709997472,3.79851621875698,1.49999991684072,0.661400351550236,9.16736563819563,0.00758407682355635,0.631679118321729,2.18674329103988,0.0342993364324038,1.3726601561404,2.38765813203093,0.0505859462386381,1.46139528754294,4.80548612593865
5156,0,6.58748462594995e-4,0.736434062942538,2.19732566181596,1.50644183583849e-7,0.74173111650732,2.19282426438506,0.00406354934887215,0.717888259239857,2.21341310320593,0.00724569771067598,0.0556064463142238,1.87318837944886,0.0319416693153716,0.240808818342638,1.94538715366447,0.0392576803621698,0.220640747738877,2.97457872488081
5273,1,2.19239216293144e-9,0.744573101323756,2.18158234255491,1.46866661249852e-7,0.741850807867765,2.18158271455942,1.9513352398456e-7,0.74350142541932,2.18158324357823,0.0116845456435278,0.0292490008025189,1.18037522487218,0.0584680642515062,0.128929642744466,1.22950947933242,0.083561313422578,0.138585837730389,1.83014470090996
5495,0,0.0628167910829209,0.748567018270276,1.27583538939033,0.243605460508126,0.752192549344509,1.35450467428436,0.324041846793915,0.77976324718019,1.90618210844761,0.00735878861060147,0.11113414879004,0.879664885819724,0.0328663537016994,0.510912903580546,1.03178383898958,0.0521270514374545,0.571264220683451,1.71191895404358
5654,0,0.233471392102421,0.700966490060969,1.32556196397267,0.687563415128563,0.754598069456539,1.5448316549799,0.841238168167524,0.778987908456995,3.02728754579225,0.00674005880050933,0.222563186251226,1.32821145082556,0.030114568668506,0.799252741982545,1.56298851900755,0.042627375428919,0.868137552883764,3.4986865064798
